concept,subtype,source_dataset,current_matched_image,archive_image_count,selected_image_count
knob,Noun,things,data/images/things_max/knob.jpg,18,18
knot,Noun,things,data/images/things_max/knot.jpg,12,12
koala,animal,things,data/images/things_max/koala.jpg,13,13
lab_coat,clothing,things,data/images/things_max/lab_coat.jpg,15,15
ladder,tool,things,data/images/things_max/ladder.jpg,15,15
ladle,"kitchen tool, tool",things,data/images/things_max/ladle.jpg,13,13
ladybug,"animal, insect",things,data/images/things_max/ladybug.jpg,13,13
lamb,"animal, food",things,data/images/things_max/lamb.jpg,16,16
lamb_chop,food,things,data/images/things_max/lamb_chop.jpg,18,18
lamp,"electronic device, home decor",things,data/images/things_max/lamp.jpg,13,13
lamppost,Noun,things,data/images/things_max/lamppost.jpg,17,17
lampshade,home decor,things,data/images/things_max/lampshade.jpg,12,12
landmine,weapon,things,data/images/things_max/landmine.jpg,12,12
lantern,Noun,things,data/images/things_max/lantern.jpg,14,14
lanyard,clothing accessory,things,data/images/things_max/lanyard.jpg,13,13
laptop,electronic device,things,data/images/things_max/laptop.jpg,15,15
lasagna,food,things,data/images/things_max/lasagna.jpg,15,15
laser_pointer,#N/A,things,data/images/things_max/laser_pointer.jpg,12,12
latch,Noun,things,data/images/things_max/latch.jpg,16,16
latte,drink,things,data/images/things_max/latte.jpg,12,12
laundry_basket,container,things,data/images/things_max/laundry_basket.jpg,12,12
lava,Noun,things,data/images/things_max/lava.jpg,12,12
lavender,plant,things,data/images/things_max/lavender.jpg,12,12
lawnmower,tool,things,data/images/things_max/lawnmower.jpg,16,16
leaf,Noun,things,data/images/things_max/leaf.jpg,14,14
leash,Noun,things,data/images/things_max/leash.jpg,12,12
lectern,furniture,things,data/images/things_max/lectern.jpg,12,12
leech,animal,things,data/images/things_max/leech.jpg,13,13
leek,"plant, food, vegetable",things,data/images/things_max/leek.jpg,16,16
leg,body part,things,data/images/things_max/leg.jpg,16,16
leggings,clothing,things,data/images/things_max/leggings.jpg,12,12
lego,toy,things,data/images/things_max/lego.jpg,13,13
lemon,"food, fruit",things,data/images/things_max/lemon.jpg,12,12
lemonade,drink,things,data/images/things_max/lemonade.jpg,16,16
lens,Noun,things,data/images/things_max/lens.jpg,12,12
leopard,animal,things,data/images/things_max/leopard.jpg,13,13
leotard,clothing,things,data/images/things_max/leotard.jpg,13,13
letter_opener,tool,things,data/images/things_max/letter_opener.jpg,12,12
lettuce,"plant, food, vegetable",things,data/images/things_max/lettuce.jpg,12,12
license_plate,part of car,things,data/images/things_max/license_plate.jpg,12,12
licorice,food,things,data/images/things_max/licorice.jpg,13,13
lid,Noun,things,data/images/things_max/lid.jpg,12,12
life_jacket,clothing,things,data/images/things_max/life_jacket.jpg,12,12
lifesaver,Noun,things,data/images/things_max/lifesaver.jpg,13,13
light_switch,#N/A,things,data/images/things_max/light_switch.jpg,17,17
lightbulb,Noun,things,data/images/things_max/lightbulb.jpg,15,15
lighter,tool,things,data/images/things_max/lighter.jpg,15,15
lightning_bug,"animal, insect",things,data/images/things_max/lightning_bug.jpg,12,12
lime,"food, fruit",things,data/images/things_max/lime.jpg,14,14
limousine,vehicle,things,data/images/things_max/limousine.jpg,15,15
lingerie,clothing,things,data/images/things_max/lingerie.jpg,12,12
lion,animal,things,data/images/things_max/lion.jpg,25,25
lip_balm,#N/A,things,data/images/things_max/lip_balm.jpg,12,12
lip_gloss,#N/A,things,data/images/things_max/lip_gloss.jpg,12,12
lipstick,Noun,things,data/images/things_max/lipstick.jpg,12,12
lizard,animal,things,data/images/things_max/lizard.jpg,12,12
llama,animal,things,data/images/things_max/llama.jpg,13,13
lobster,"animal, food",things,data/images/things_max/lobster.jpg,12,12
lock,Verb,things,data/images/things_max/lock.jpg,12,12
locker,container,things,data/images/things_max/locker.jpg,14,14
locket,container,things,data/images/things_max/locket.jpg,12,12
log,Noun,things,data/images/things_max/log.jpg,12,12
loincloth,clothing,things,data/images/things_max/loincloth.jpg,12,12
lollipop,food,things,data/images/things_max/lollipop.jpg,12,12
loom,Noun,things,data/images/things_max/loom.jpg,16,16
loveseat,furniture,things,data/images/things_max/loveseat.jpg,16,16
luggage,container,things,data/images/things_max/luggage.jpg,12,12
lumber,Noun,things,data/images/things_max/lumber.jpg,12,12
lunchbox,container,things,data/images/things_max/lunchbox.jpg,13,13
macadamia,food,things,data/images/things_max/macadamia.jpg,13,13
macaroni,food,things,data/images/things_max/macaroni.jpg,15,15
machete,weapon,things,data/images/things_max/machete.jpg,12,12
machine_gun,weapon,things,data/images/things_max/machine_gun.jpg,13,13
maggot,animal,things,data/images/things_max/maggot.jpg,12,12
magnet,tool,things,data/images/things_max/magnet.jpg,12,12
magnifier,tool,things,data/images/things_max/magnifier.jpg,12,12
magnifying_glass,tool,things,data/images/things_max/magnifying_glass.jpg,12,12
mail,Noun,things,data/images/things_max/mail.jpg,12,12
mailbox,container,things,data/images/things_max/mailbox.jpg,20,20
makeup,Noun,things,data/images/things_max/makeup.jpg,16,16
mallet,tool,things,data/images/things_max/mallet.jpg,16,16
man,Noun,things,data/images/things_max/man.jpg,12,12
manatee,animal,things,data/images/things_max/manatee.jpg,12,12
mandolin,musical instrument,things,data/images/things_max/mandolin.jpg,12,12
mango,"food, fruit",things,data/images/things_max/mango.jpg,19,19
manhole,Noun,things,data/images/things_max/manhole.jpg,20,20
mannequin,Noun,things,data/images/things_max/mannequin.jpg,12,12
mantle,Noun,things,data/images/things_max/mantle.jpg,14,14
map,Noun,things,data/images/things_max/map.jpg,14,14
maple_syrup,food,things,data/images/things_max/maple_syrup.jpg,12,12
marble,toy,things,data/images/things_max/marble.jpg,13,13
margarita,drink,things,data/images/things_max/margarita.jpg,17,17
marijuana,plant,things,data/images/things_max/marijuana.jpg,14,14
marker,tool,things,data/images/things_max/marker.jpg,13,13
marmalade,food,things,data/images/things_max/marmalade.jpg,12,12
marshmallow,food,things,data/images/things_max/marshmallow.jpg,13,13
mascara,Noun,things,data/images/things_max/mascara.jpg,14,14
mashed_potato,food,things,data/images/things_max/mashed_potato.jpg,16,16
mask,clothing,things,data/images/things_max/mask.jpg,15,15
mast,Noun,things,data/images/things_max/mast.jpg,14,14
mat,Noun,things,data/images/things_max/mat.jpg,14,14
match,tool,things,data/images/things_max/match.jpg,13,13
matchbox,container,things,data/images/things_max/matchbox.jpg,12,12
mattress,furniture,things,data/images/things_max/mattress.jpg,14,14
measuring_cup,"container, kitchen tool",things,data/images/things_max/measuring_cup.jpg,12,12
meat,food,things,data/images/things_max/meat.jpg,13,13
meat_grinder,#N/A,things,data/images/things_max/meat_grinder.jpg,12,12
meatball,food,things,data/images/things_max/meatball.jpg,16,16
meatloaf,food,things,data/images/things_max/meatloaf.jpg,12,12
medal,Noun,things,data/images/things_max/medal.jpg,14,14
meerkat,animal,things,data/images/things_max/meerkat.jpg,13,13
megaphone,Noun,things,data/images/things_max/megaphone.jpg,12,12
melon,"food, fruit",things,data/images/things_max/melon.jpg,15,15
memory_stick,#N/A,things,data/images/things_max/memory_stick.jpg,16,16
metal_detector,"electronic device, tool",things,data/images/things_max/metal_detector.jpg,12,12
metronome,Noun,things,data/images/things_max/metronome.jpg,13,13
microphone,electronic device,things,data/images/things_max/microphone.jpg,15,15
microscope,Noun,things,data/images/things_max/microscope.jpg,14,14
microwave,"electronic device, kitchen appliance",things,data/images/things_max/microwave.jpg,12,12
milk,drink,things,data/images/things_max/milk.jpg,21,21
milkshake,"drink, dessert",things,data/images/things_max/milkshake.jpg,19,19
minivan,vehicle,things,data/images/things_max/minivan.jpg,19,19
mint,"plant, food",things,data/images/things_max/mint.jpg,13,13
mirror,home decor,things,data/images/things_max/mirror.jpg,12,12
missile,weapon,things,data/images/things_max/missile.jpg,17,17
mistletoe,Noun,things,data/images/things_max/mistletoe.jpg,17,17
mitten,"clothing, clothing accessory",things,data/images/things_max/mitten.jpg,12,12
mixer,"electronic device, kitchen appliance",things,data/images/things_max/mixer.jpg,12,12
moccasin,clothing,things,data/images/things_max/moccasin.jpg,13,13
modem,electronic device,things,data/images/things_max/modem.jpg,12,12
mold1,container,things,data/images/things_max/mold1.jpg,13,13
mold2,Noun,things,data/images/things_max/mold2.jpg,14,14
mole,animal,things,data/images/things_max/mole.jpg,15,15
money,Noun,things,data/images/things_max/money.jpg,16,16
mongoose,animal,things,data/images/things_max/mongoose.jpg,12,12
monkey,animal,things,data/images/things_max/monkey.jpg,19,19
moose,animal,things,data/images/things_max/moose.jpg,12,12
mop,tool,things,data/images/things_max/mop.jpg,13,13
mosquito,"animal, insect",things,data/images/things_max/mosquito.jpg,19,19
mosquito_net,#N/A,things,data/images/things_max/mosquito_net.jpg,13,13
moss,plant,things,data/images/things_max/moss.jpg,12,12
moth,"animal, insect",things,data/images/things_max/moth.jpg,14,14
motherboard,Noun,things,data/images/things_max/motherboard.jpg,18,18
motorcycle,vehicle,things,data/images/things_max/motorcycle.jpg,15,15
mouse1,animal,things,data/images/things_max/mouse1.jpg,17,17
mouse2,electronic device,things,data/images/things_max/mouse2.jpg,18,18
mousepad,#N/A,things,data/images/things_max/mousepad.jpg,12,12
mousetrap,Noun,things,data/images/things_max/mousetrap.jpg,18,18
mousse,"food, dessert",things,data/images/things_max/mousse.jpg,12,12
mouth,body part,things,data/images/things_max/mouth.jpg,12,12
mouthpiece,sports equipment,things,data/images/things_max/mouthpiece.jpg,14,14
mud,Noun,things,data/images/things_max/mud.jpg,13,13
muff,"clothing, clothing accessory",things,data/images/things_max/muff.jpg,12,12
muffin,"food, dessert",things,data/images/things_max/muffin.jpg,13,13
mug,container,things,data/images/things_max/mug.jpg,14,14
mulberry,"food, fruit",things,data/images/things_max/mulberry.jpg,15,15
mulch,Noun,things,data/images/things_max/mulch.jpg,12,12
mullet,Noun,things,data/images/things_max/mullet.jpg,12,12
mushroom,food,things,data/images/things_max/mushroom.jpg,13,13
music_box,"electronic device, toy",things,data/images/things_max/music_box.jpg,14,14
mussel,"animal, food",things,data/images/things_max/mussel.jpg,14,14
mustache,body part,things,data/images/things_max/mustache.jpg,13,13
mustard,food,things,data/images/things_max/mustard.jpg,12,12
nacho,food,things,data/images/things_max/nacho.jpg,14,14
nail,Verb,things,data/images/things_max/nail.jpg,13,13
nail_clippers,tool,things,data/images/things_max/nail_clippers.jpg,13,13
nail_file,tool,things,data/images/things_max/nail_file.jpg,15,15
nail_polish,#N/A,things,data/images/things_max/nail_polish.jpg,14,14
napkin,Noun,things,data/images/things_max/napkin.jpg,13,13
napkin_ring,#N/A,things,data/images/things_max/napkin_ring.jpg,16,16
navel,body part,things,data/images/things_max/navel.jpg,12,12
neck,body part,things,data/images/things_max/neck.jpg,12,12
necklace,decoration,things,data/images/things_max/necklace.jpg,15,15
needle,tool,things,data/images/things_max/needle.jpg,12,12
nest,Noun,things,data/images/things_max/nest.jpg,13,13
net,Noun,things,data/images/things_max/net.jpg,13,13
nightshirt,clothing,things,data/images/things_max/nightshirt.jpg,13,13
nightstand,"furniture, container",things,data/images/things_max/nightstand.jpg,14,14
noisemaker,toy,things,data/images/things_max/noisemaker.jpg,12,12
noodle,food,things,data/images/things_max/noodle.jpg,13,13
noose,Noun,things,data/images/things_max/noose.jpg,14,14
nose,body part,things,data/images/things_max/nose.jpg,13,13
notebook,office supply,things,data/images/things_max/notebook.jpg,13,13
notepad,office supply,things,data/images/things_max/notepad.jpg,12,12
nut,food,things,data/images/things_max/nut.jpg,12,12
nutcracker,"kitchen tool, tool",things,data/images/things_max/nutcracker.jpg,12,12
oar,sports equipment,things,data/images/things_max/oar.jpg,13,13
oatmeal,food,things,data/images/things_max/oatmeal.jpg,16,16
octopus,"animal, food",things,data/images/things_max/octopus.jpg,12,12
odometer,part of car,things,data/images/things_max/odometer.jpg,16,16
oil,Noun,things,data/images/things_max/oil.jpg,17,17
oilcan,container,things,data/images/things_max/oilcan.jpg,12,12
okra,"food, vegetable",things,data/images/things_max/okra.jpg,15,15
olive,food,things,data/images/things_max/olive.jpg,12,12
omelet,food,things,data/images/things_max/omelet.jpg,18,18
onion,"food, vegetable",things,data/images/things_max/onion.jpg,15,15
orange,"food, fruit",things,data/images/things_max/orange.jpg,13,13
orange_rind,#N/A,things,data/images/things_max/orange_rind.jpg,16,16
orangutan,animal,things,data/images/things_max/orangutan.jpg,18,18
orchid,plant,things,data/images/things_max/orchid.jpg,17,17
organ,musical instrument,things,data/images/things_max/organ.jpg,12,12
origami,Noun,things,data/images/things_max/origami.jpg,17,17
ostrich,"animal, bird",things,data/images/things_max/ostrich.jpg,19,19
otter,animal,things,data/images/things_max/otter.jpg,14,14
ottoman,furniture,things,data/images/things_max/ottoman.jpg,15,15
outfit,clothing,things,data/images/things_max/outfit.jpg,12,12
outlet,Noun,things,data/images/things_max/outlet.jpg,12,12
oven,kitchen appliance,things,data/images/things_max/oven.jpg,15,15
overalls,clothing,things,data/images/things_max/overalls.jpg,12,12
owl,"animal, bird",things,data/images/things_max/owl.jpg,27,27
oyster,"animal, food",things,data/images/things_max/oyster.jpg,13,13
pacifier,Noun,things,data/images/things_max/pacifier.jpg,14,14
paddle,sports equipment,things,data/images/things_max/paddle.jpg,14,14
padlock,Noun,things,data/images/things_max/padlock.jpg,14,14
paint,Verb,things,data/images/things_max/paint.jpg,13,13
paintbrush,tool,things,data/images/things_max/paintbrush.jpg,13,13
painting,Noun,things,data/images/things_max/painting.jpg,12,12
pajamas,clothing,things,data/images/things_max/pajamas.jpg,13,13
palette,Noun,things,data/images/things_max/palette.jpg,12,12
pallet,Noun,things,data/images/things_max/pallet.jpg,15,15
palm_tree,plant,things,data/images/things_max/palm_tree.jpg,12,12
pan,container,things,data/images/things_max/pan.jpg,17,17
pancake,food,things,data/images/things_max/pancake.jpg,12,12
panda,animal,things,data/images/things_max/panda.jpg,18,18
panther,animal,things,data/images/things_max/panther.jpg,14,14
panties,clothing,things,data/images/things_max/panties.jpg,12,12
pants,clothing,things,data/images/things_max/pants.jpg,13,13
pantsuit,clothing,things,data/images/things_max/pantsuit.jpg,12,12
pantyhose,clothing,things,data/images/things_max/pantyhose.jpg,14,14
papaya,"food, fruit",things,data/images/things_max/papaya.jpg,12,12
paper,office supply,things,data/images/things_max/paper.jpg,14,14
paper_bag,container,things,data/images/things_max/paper_bag.jpg,14,14
paper_plate,#N/A,things,data/images/things_max/paper_plate.jpg,12,12
paper_towel,#N/A,things,data/images/things_max/paper_towel.jpg,14,14
paperclip,office supply,things,data/images/things_max/paperclip.jpg,13,13
paperweight,office supply,things,data/images/things_max/paperweight.jpg,12,12
parachute,Noun,things,data/images/things_max/parachute.jpg,13,13
parfait,"food, dessert",things,data/images/things_max/parfait.jpg,21,21
parking_meter,#N/A,things,data/images/things_max/parking_meter.jpg,22,22
parrot,"animal, bird",things,data/images/things_max/parrot.jpg,28,28
parsley,"plant, food, vegetable",things,data/images/things_max/parsley.jpg,13,13
pasta,food,things,data/images/things_max/pasta.jpg,12,12
pastry,"food, dessert",things,data/images/things_max/pastry.jpg,13,13
patch,clothing accessory,things,data/images/things_max/patch.jpg,14,14
patty,food,things,data/images/things_max/patty.jpg,13,13
payphone,Noun,things,data/images/things_max/payphone.jpg,17,17
pea,"food, vegetable",things,data/images/things_max/pea.jpg,14,14
peach,"food, fruit",things,data/images/things_max/peach.jpg,14,14
peacock,"animal, bird",things,data/images/things_max/peacock.jpg,12,12
peanut,food,things,data/images/things_max/peanut.jpg,14,14
peanut_butter,food,things,data/images/things_max/peanut_butter.jpg,13,13
pear,"food, fruit",things,data/images/things_max/pear.jpg,13,13
pearl,decoration,things,data/images/things_max/pearl.jpg,13,13
pecan,food,things,data/images/things_max/pecan.jpg,12,12
pedal,part of car,things,data/images/things_max/pedal.jpg,14,14
pedometer,Noun,things,data/images/things_max/pedometer.jpg,12,12
peeler,"kitchen tool, tool",things,data/images/things_max/peeler.jpg,13,13
peg,Name,things,data/images/things_max/peg.jpg,14,14
pelican,"animal, bird",things,data/images/things_max/pelican.jpg,13,13
pen,"office supply, tool",things,data/images/things_max/pen.jpg,12,12
pencil,"office supply, tool",things,data/images/things_max/pencil.jpg,12,12
pencil_sharpener,"office supply, tool",things,data/images/things_max/pencil_sharpener.jpg,12,12
pendulum,Noun,things,data/images/things_max/pendulum.jpg,13,13
penguin,"animal, bird",things,data/images/things_max/penguin.jpg,24,24
penholder,office supply,things,data/images/things_max/penholder.jpg,13,13
penlight,"medical equipment, tool",things,data/images/things_max/penlight.jpg,13,13
pennant,Noun,things,data/images/things_max/pennant.jpg,12,12
pepper_mill,kitchen tool,things,data/images/things_max/pepper_mill.jpg,14,14
pepper1,food,things,data/images/things_max/pepper1.jpg,15,15
pepper2,"food, vegetable",things,data/images/things_max/pepper2.jpg,22,22
peppermint,food,things,data/images/things_max/peppermint.jpg,12,12
pepperoni,food,things,data/images/things_max/pepperoni.jpg,12,12
perfume,Noun,things,data/images/things_max/perfume.jpg,12,12
periscope,Noun,things,data/images/things_max/periscope.jpg,13,13
pesto,food,things,data/images/things_max/pesto.jpg,17,17
pet_food,food,things,data/images/things_max/pet_food.jpg,13,13
petal,Noun,things,data/images/things_max/petal.jpg,12,12
petri_dish,container,things,data/images/things_max/petri_dish.jpg,13,13
pheasant,"animal, bird",things,data/images/things_max/pheasant.jpg,21,21
phone,Noun,things,data/images/things_max/phone.jpg,13,13
phone_booth,#N/A,things,data/images/things_max/phone_booth.jpg,14,14
photo_booth,#N/A,things,data/images/things_max/photo_booth.jpg,15,15
photograph,Noun,things,data/images/things_max/photograph.jpg,12,12
piano,musical instrument,things,data/images/things_max/piano.jpg,13,13
pickax,"weapon, tool",things,data/images/things_max/pickax.jpg,12,12
pickle,food,things,data/images/things_max/pickle.jpg,16,16
pie,"food, dessert",things,data/images/things_max/pie.jpg,19,19
piecrust,food,things,data/images/things_max/piecrust.jpg,15,15
pig,"animal, food",things,data/images/things_max/pig.jpg,12,12
pigeon,"animal, bird",things,data/images/things_max/pigeon.jpg,12,12
piggy_bank,container,things,data/images/things_max/piggy_bank.jpg,17,17
piglet,animal,things,data/images/things_max/piglet.jpg,12,12
pill,Noun,things,data/images/things_max/pill.jpg,12,12
pillbox,"medical equipment, container",things,data/images/things_max/pillbox.jpg,15,15
pillow,home decor,things,data/images/things_max/pillow.jpg,13,13
pin,tool,things,data/images/things_max/pin.jpg,17,17
pinball,electronic device,things,data/images/things_max/pinball.jpg,16,16
pincushion,Noun,things,data/images/things_max/pincushion.jpg,12,12
pine_needle,#N/A,things,data/images/things_max/pine_needle.jpg,15,15
pine_tree,plant,things,data/images/things_max/pine_tree.jpg,15,15
pineapple,"food, fruit",things,data/images/things_max/pineapple.jpg,12,12
pinecone,home decor,things,data/images/things_max/pinecone.jpg,12,12
ping-pong_table,sports equipment,things,data/images/things_max/ping-pong_table.jpg,13,13
pinwheel,"home decor, toy",things,data/images/things_max/pinwheel.jpg,12,12
pipe1,Noun,things,data/images/things_max/pipe1.jpg,14,14
pipe2,Noun,things,data/images/things_max/pipe2.jpg,13,13
pistachio,food,things,data/images/things_max/pistachio.jpg,12,12
pita,food,things,data/images/things_max/pita.jpg,12,12
pitcher,container,things,data/images/things_max/pitcher.jpg,15,15
pitchfork,"weapon, tool",things,data/images/things_max/pitchfork.jpg,16,16
pizza,food,things,data/images/things_max/pizza.jpg,15,15
place_mat,home decor,things,data/images/things_max/place_mat.jpg,12,12
plant,plant,things,data/images/things_max/plant.jpg,12,12
plaster_cast,medical equipment,things,data/images/things_max/plaster_cast.jpg,13,13
plastic_film,#N/A,things,data/images/things_max/plastic_film.jpg,13,13
plate,Noun,things,data/images/things_max/plate.jpg,13,13
platypus,animal,things,data/images/things_max/platypus.jpg,13,13
playing_card,#N/A,things,data/images/things_max/playing_card.jpg,12,12
playpen,Noun,things,data/images/things_max/playpen.jpg,14,14
pliers,tool,things,data/images/things_max/pliers.jpg,15,15
plug,Noun,things,data/images/things_max/plug.jpg,13,13
plum,"food, fruit",things,data/images/things_max/plum.jpg,13,13
plunger,tool,things,data/images/things_max/plunger.jpg,13,13
pocket,container,things,data/images/things_max/pocket.jpg,16,16
pocket_watch,#N/A,things,data/images/things_max/pocket_watch.jpg,16,16
pocketknife,"weapon, tool",things,data/images/things_max/pocketknife.jpg,14,14
pogo_stick,toy,things,data/images/things_max/pogo_stick.jpg,14,14
poinsettia,plant,things,data/images/things_max/poinsettia.jpg,14,14
poker,tool,things,data/images/things_max/poker.jpg,12,12
polar_bear,animal,things,data/images/things_max/polar_bear.jpg,24,24
polaroid,#N/A,things,data/images/things_max/polaroid.jpg,13,13
pole,Noun,things,data/images/things_max/pole.jpg,13,13
police_car,vehicle,things,data/images/things_max/police_car.jpg,30,30
polisher,tool,things,data/images/things_max/polisher.jpg,14,14
polo_shirt,clothing,things,data/images/things_max/polo_shirt.jpg,15,15
polygraph,electronic device,things,data/images/things_max/polygraph.jpg,15,15
pom-pom,decoration,things,data/images/things_max/pom-pom.jpg,12,12
pomegranate,"food, fruit",things,data/images/things_max/pomegranate.jpg,12,12
pony,animal,things,data/images/things_max/pony.jpg,13,13
poodle,animal,things,data/images/things_max/poodle.jpg,20,20
pool_table,furniture,things,data/images/things_max/pool_table.jpg,13,13
popcorn,food,things,data/images/things_max/popcorn.jpg,15,15
poppy,"plant, food",things,data/images/things_max/poppy.jpg,15,15
popsicle,"food, dessert",things,data/images/things_max/popsicle.jpg,12,12
porcupine,animal,things,data/images/things_max/porcupine.jpg,12,12
porthole,Noun,things,data/images/things_max/porthole.jpg,13,13
possum,animal,things,data/images/things_max/possum.jpg,12,12
poster,home decor,things,data/images/things_max/poster.jpg,12,12
pot,container,things,data/images/things_max/pot.jpg,16,16
potato,"food, vegetable",things,data/images/things_max/potato.jpg,14,14
potholder,#N/A,things,data/images/things_max/potholder.jpg,14,14
pothole,Noun,things,data/images/things_max/pothole.jpg,14,14
potpie,food,things,data/images/things_max/potpie.jpg,17,17
potpourri,home decor,things,data/images/things_max/potpourri.jpg,13,13
powder,Noun,things,data/images/things_max/powder.jpg,13,13
power_line,#N/A,things,data/images/things_max/power_line.jpg,12,12
praying_mantis,"animal, insect",things,data/images/things_max/praying_mantis.jpg,21,21
pretzel,food,things,data/images/things_max/pretzel.jpg,13,13
printer,electronic device,things,data/images/things_max/printer.jpg,13,13
prism,Name,things,data/images/things_max/prism.jpg,12,12
projector,electronic device,things,data/images/things_max/projector.jpg,15,15
propeller,Noun,things,data/images/things_max/propeller.jpg,14,14
prune,"food, fruit",things,data/images/things_max/prune.jpg,13,13
puck,sports equipment,things,data/images/things_max/puck.jpg,12,12
pudding,"food, dessert",things,data/images/things_max/pudding.jpg,12,12
puddle,Noun,things,data/images/things_max/puddle.jpg,14,14
puffin,"animal, bird",things,data/images/things_max/puffin.jpg,33,33
pug,animal,things,data/images/things_max/pug.jpg,24,24
pulley,tool,things,data/images/things_max/pulley.jpg,14,14
pulpit,Noun,things,data/images/things_max/pulpit.jpg,15,15
pump,Noun,things,data/images/things_max/pump.jpg,13,13
pumpkin,"food, vegetable",things,data/images/things_max/pumpkin.jpg,21,21
punch1,drink,things,data/images/things_max/punch1.jpg,14,14
punch2,"office supply, tool",things,data/images/things_max/punch2.jpg,14,14
punching_bag,sports equipment,things,data/images/things_max/punching_bag.jpg,12,12
puppet,toy,things,data/images/things_max/puppet.jpg,14,14
puppy,animal,things,data/images/things_max/puppy.jpg,14,14
purse,"container, clothing accessory",things,data/images/things_max/purse.jpg,12,12
quad,vehicle,things,data/images/things_max/quad.jpg,12,12
quesadilla,food,things,data/images/things_max/quesadilla.jpg,24,24
quiche,food,things,data/images/things_max/quiche.jpg,19,19
quill,tool,things,data/images/things_max/quill.jpg,15,15
quilt,Noun,things,data/images/things_max/quilt.jpg,13,13
rabbit,"animal, food",things,data/images/things_max/rabbit.jpg,14,14
raccoon,animal,things,data/images/things_max/raccoon.jpg,14,14
racehorse,animal,things,data/images/things_max/racehorse.jpg,12,12
rack1,furniture,things,data/images/things_max/rack1.jpg,13,13
rack2,furniture,things,data/images/things_max/rack2.jpg,13,13
racket,sports equipment,things,data/images/things_max/racket.jpg,14,14
radar,Noun,things,data/images/things_max/radar.jpg,12,12
radiator,Noun,things,data/images/things_max/radiator.jpg,13,13
radio,electronic device,things,data/images/things_max/radio.jpg,15,15
radish,"food, vegetable",things,data/images/things_max/radish.jpg,15,15
raft,vehicle,things,data/images/things_max/raft.jpg,13,13
rag,Noun,things,data/images/things_max/rag.jpg,12,12
railing,Noun,things,data/images/things_max/railing.jpg,13,13
rain_gauge,#N/A,things,data/images/things_max/rain_gauge.jpg,12,12
raincoat,clothing,things,data/images/things_max/raincoat.jpg,13,13
raisin,"food, fruit",things,data/images/things_max/raisin.jpg,14,14
rake,tool,things,data/images/things_max/rake.jpg,14,14
ram,animal,things,data/images/things_max/ram.jpg,14,14
ramp,Noun,things,data/images/things_max/ramp.jpg,12,12
raspberry,"food, fruit",things,data/images/things_max/raspberry.jpg,12,12
rat,animal,things,data/images/things_max/rat.jpg,12,12
ratchet,tool,things,data/images/things_max/ratchet.jpg,13,13
rattle,toy,things,data/images/things_max/rattle.jpg,12,12
rattlesnake,animal,things,data/images/things_max/rattlesnake.jpg,15,15
ravioli,food,things,data/images/things_max/ravioli.jpg,17,17
razor,tool,things,data/images/things_max/razor.jpg,12,12
razor_blade,weapon,things,data/images/things_max/razor_blade.jpg,13,13
ready_meal,food,things,data/images/things_max/ready_meal.jpg,12,12
rearview_mirror,part of car,things,data/images/things_max/rearview_mirror.jpg,12,12
recliner,furniture,things,data/images/things_max/recliner.jpg,12,12
record,Noun,things,data/images/things_max/record.jpg,12,12
record_player,electronic device,things,data/images/things_max/record_player.jpg,28,28
recorder,musical instrument,things,data/images/things_max/recorder.jpg,17,17
red_carpet,#N/A,things,data/images/things_max/red_carpet.jpg,14,14
reel,Noun,things,data/images/things_max/reel.jpg,15,15
refrigerator,"electronic device, kitchen appliance",things,data/images/things_max/refrigerator.jpg,12,12
reindeer,animal,things,data/images/things_max/reindeer.jpg,20,20
remote_control,electronic device,things,data/images/things_max/remote_control.jpg,13,13
retainer,Noun,things,data/images/things_max/retainer.jpg,12,12
revolver,weapon,things,data/images/things_max/revolver.jpg,12,12
revolving_door,#N/A,things,data/images/things_max/revolving_door.jpg,20,20
rhinoceros,animal,things,data/images/things_max/rhinoceros.jpg,12,12
rhubarb,"food, vegetable",things,data/images/things_max/rhubarb.jpg,13,13
ribbon,Noun,things,data/images/things_max/ribbon.jpg,15,15
rice,food,things,data/images/things_max/rice.jpg,12,12
rickshaw,vehicle,things,data/images/things_max/rickshaw.jpg,14,14
rifle,weapon,things,data/images/things_max/rifle.jpg,12,12
rim,part of car,things,data/images/things_max/rim.jpg,13,13
ring,decoration,things,data/images/things_max/ring.jpg,12,12
riser,Noun,things,data/images/things_max/riser.jpg,14,14
road_sign,#N/A,things,data/images/things_max/road_sign.jpg,16,16
roadsweeper,vehicle,things,data/images/things_max/roadsweeper.jpg,13,13
robe,clothing,things,data/images/things_max/robe.jpg,12,12
robot,toy,things,data/images/things_max/robot.jpg,15,15
rock,Noun,things,data/images/things_max/rock.jpg,13,13
rocket,vehicle,things,data/images/things_max/rocket.jpg,16,16
rocking_chair,furniture,things,data/images/things_max/rocking_chair.jpg,13,13
rocking_horse,toy,things,data/images/things_max/rocking_horse.jpg,13,13
roll,food,things,data/images/things_max/roll.jpg,12,12
roller,Noun,things,data/images/things_max/roller.jpg,13,13
roller_coaster,#N/A,things,data/images/things_max/roller_coaster.jpg,17,17
rollerblade,sports equipment,things,data/images/things_max/rollerblade.jpg,13,13
rollerskate,sports equipment,things,data/images/things_max/rollerskate.jpg,13,13
rolling_pin,"kitchen tool, tool",things,data/images/things_max/rolling_pin.jpg,12,12
roof_rack,part of car,things,data/images/things_max/roof_rack.jpg,12,12
